,year,sex,town,age,paes,major,faculty,grade,VR,SR,AR,NA,MR,CSA,habits,approved,sch_type
3157,2021,Masculino,Soyapango,22,7.64,Ingeniería Mecánica,Facultad de Ingenieria,0.0,30,25,35,95,90,65,0,Reprobado,Público
3158,2021,Femenino,Soyapango,18,0.0,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,55,25,35,95,35,40,0,Reprobado,Privado
3159,2021,Femenino,Ciudad Delgado,20,0.0,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,80,30,55,75,50,25,0,Reprobado,Público
3160,2021,Femenino,Santa Tecla,36,0.0,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,85,5,10,75,25,15,0,Reprobado,Público
3161,2021,Masculino,San Juan Opico,29,0.0,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,75,50,75,90,15,10,0,Reprobado,Público
3162,2021,Femenino,Tonacatepeque,20,7.73,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,0.0,90,50,55,80,60,25,0,Reprobado,Público
3163,2021,Masculino,Ciudad Arce,21,8.18,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,0.0,95,5,85,100,85,65,0,Reprobado,Privado
3164,2021,Masculino,Guazapa,34,0.0,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,0.0,85,40,10,65,85,5,0,Reprobado,Público
3165,2021,Masculino,Ciudad Delgado,19,0.0,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,15,5,5,25,5,5,0,Reprobado,Privado
3166,2021,Masculino,Soyapango,19,1.0,Técnico en Multimedia,Facultad de CC. y Humanidades,0.0,5,5,20,80,40,5,0,Reprobado,Público
3167,2021,Femenino,Soyapango,18,1.5,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,0.0,40,10,70,95,95,45,0,Reprobado,Público
3168,2021,Femenino,Soyapango,21,0.0,Técnico en Multimedia,Facultad de CC. y Humanidades,0.0,30,35,45,85,15,10,0,Reprobado,Público
3169,2021,Masculino,Soyapango,20,3.7,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,0.0,20,5,5,80,25,5,0,Reprobado,Privado
3170,2021,Masculino,Apopa,20,7.61,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,90,45,35,90,5,80,0,Reprobado,Privado
3171,2021,Femenino,Antiguo Cuscatlán,21,5.05,Técnico en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,10,25,5,80,10,55,0,Reprobado,Privado
3172,2021,Masculino,Ilopango,33,0.0,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,0.0,90,70,60,95,75,55,0,Reprobado,Público
3173,2021,Masculino,Ilopango,21,1.0,Técnico en Ingeniería en Computación,Facultad de Ingenieria,0.0,30,5,5,65,5,5,0,Reprobado,Privado
3174,2021,Femenino,Tenancingo,21,6.58,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,85,5,75,100,50,20,0,Reprobado,Público
3175,2021,Masculino,San Pedro Perulapan,19,1.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,0.0,5,10,5,35,50,15,0,Reprobado,Público
3176,2021,Femenino,Santa Tecla,24,0.0,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,0.0,85,20,35,85,15,10,0,Reprobado,Público
3177,2021,Masculino,San Salvador,20,0.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,0.0,95,0,85,100,95,80,0,Reprobado,Público
3178,2021,Femenino,Soyapango,21,1.0,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,90,5,15,100,20,10,0,Reprobado,No clasificable
3179,2021,Masculino,Apopa,30,7.6,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,0.0,90,60,75,90,95,55,0,Reprobado,Privado
3180,2021,Femenino,Soyapango,21,3.82,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,0.0,20,55,20,70,15,5,0,Reprobado,Privado
3181,2021,Masculino,Soyapango,22,0.0,Técnico en Control de la Calidad,Facultad de Ingenieria,0.0,95,60,55,100,15,65,0,Reprobado,Público
3182,2021,Masculino,San Salvador,18,1.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,0.0,85,60,60,90,30,60,0,Reprobado,Privado
3183,2021,Masculino,Panchimalco,22,7.61,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,0.0,20,25,20,100,30,20,0,Reprobado,Público
3184,2021,Masculino,San Salvador,29,4.51,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,0.0,75,10,10,85,25,10,0,Reprobado,Público
3185,2021,Femenino,Cojutepeque,19,0.0,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,0.0,75,20,45,95,55,70,0,Reprobado,Privado
3186,2021,Masculino,San Salvador,19,1.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,0.0,50,20,85,95,30,75,0,Reprobado,Público
3187,2021,Femenino,Santa Tecla,18,0.0,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,65,80,30,95,30,5,0,Reprobado,Privado
3188,2021,Masculino,Nuevo Cuscatlán,19,0.0,Técnico en Ingeniería en Computación,Facultad de Ingenieria,0.0,85,50,35,90,5,80,0,Reprobado,Privado
3189,2021,Masculino,Jiquilisco,18,1.0,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,40,5,30,80,5,5,0,Reprobado,Privado
3190,2021,Masculino,San Salvador,19,1.5,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,80,5,35,90,10,75,0,Reprobado,Privado
3191,2021,Masculino,Soyapango,18,0.0,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,0.0,80,20,5,55,40,5,0,Reprobado,Público
3192,2021,Masculino,San Salvador,29,7.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,0.0,95,5,30,95,65,65,0,Reprobado,Privado
3193,2021,Femenino,La Libertad,21,6.14,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,0.0,90,55,75,95,40,20,0,Reprobado,Público
3194,2021,Masculino,Cojutepeque,20,0.0,Técnico en Ingeniería en Computación,Facultad de Ingenieria,0.0,50,85,95,100,55,65,0,Reprobado,Privado
3195,2021,Femenino,Colon,18,0.0,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,0.0,70,35,85,95,15,5,0,Reprobado,No clasificable
3196,2021,Femenino,Nejapa,19,0.0,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,0.0,80,30,30,95,25,55,0,Reprobado,Privado
3197,2021,Masculino,San Pedro Perulapan,18,1.0,Técnico en Ingeniería Mecánica,Facultad de Ingenieria,0.0,75,5,5,65,55,20,0,Reprobado,Público
3198,2021,Masculino,San Pedro Perulapan,22,0.0,Técnico en Ingeniería Eléctrica,Facultad de Ingenieria,0.0,20,40,50,90,5,45,0,Reprobado,Público
3199,2021,Femenino,Nueva Guadalupe,25,0.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,0.0,70,25,35,100,75,35,0,Reprobado,Privado
3200,2021,Masculino,Ilopango,29,5.1,Ingeniería Industrial,Facultad de Ingenieria,0.0,85,10,45,85,90,25,0,Reprobado,Público
3201,2021,Masculino,Ciudad Arce,20,0.0,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,0.0,85,75,50,85,90,70,0,Reprobado,Público
3202,2021,Masculino,Zaragoza,19,7.73,Ingeniería en Aeronáutica,Facultad de Aeronáutica,0.0,90,0,55,0,90,80,0,Reprobado,Privado
3203,2017,Femenino,Suchitoto,24,7.76,Ingeniería Industrial,Facultad de Ingenieria,5.5,60,45,15,70,25,30,7,Reprobado,Público
3204,2017,Femenino,Apopa,22,6.58,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.8,75,15,45,70,75,50,5,Aprobado,Público
3205,2017,Femenino,Ilobasco,26,7.83,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,8.8,95,10,30,60,55,20,13,Aprobado,No clasificable
3206,2017,Femenino,Chapeltique,21,8.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.5,70,15,5,5,20,40,7,Aprobado,Privado
3207,2017,Femenino,San Vicente,23,4.06,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,4.1,25,30,65,60,55,15,12,Reprobado,Privado
3208,2017,Femenino,Tonacatepeque,22,5.3,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,6.7,65,20,30,40,85,30,1,Reprobado,Público
3209,2017,Femenino,Nejapa,24,8.21,Ingeniería Electrónica,Facultad de Ingenieria,6.5,100,90,85,100,95,20,3,Reprobado,Privado
3210,2017,Femenino,Tonacatepeque,22,4.9,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.3,20,10,10,85,20,65,4,Reprobado,Privado
3211,2017,Femenino,Mejicanos,22,5.3,Técnico en Ingeniería en Computación,Facultad de Ingenieria,6.4,40,30,5,5,30,10,3,Reprobado,Privado
3212,2017,Femenino,Santa Ana,23,7.8,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.6,35,25,35,85,50,80,12,Reprobado,Público
3213,2017,Femenino,Santa Tecla,22,7.66,Ingeniería Industrial,Facultad de Ingenieria,4.9,20,35,10,95,35,20,3,Reprobado,Público
3214,2017,Femenino,Santa Tecla,29,8.0,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,6.6,90,40,40,100,30,35,4,Reprobado,Privado
3215,2017,Femenino,Apopa,24,5.55,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,6.0,20,60,60,75,55,55,1,Reprobado,Público
3216,2017,Femenino,Santa Tecla,22,5.92,Ingeniería Industrial,Facultad de Ingenieria,6.0,55,10,25,95,20,65,13,Reprobado,Privado
3217,2017,Femenino,Ilobasco,22,7.7,Ingeniería Biomédica,Facultad de Ingenieria,7.0,70,20,40,65,45,65,6,Aprobado,Público
3218,2017,Femenino,Apopa,23,3.52,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.2,55,50,15,80,45,20,4,Aprobado,Público
3219,2017,Femenino,San Salvador,35,0.0,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.5,85,5,60,45,30,20,2,Aprobado,Privado
3220,2017,Femenino,Tonacatepeque,24,7.05,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.9,90,55,50,35,50,55,2,Aprobado,Privado
3221,2017,Femenino,Mejicanos,23,5.14,Ingeniería Mecatrónica,Facultad de Ingenieria,6.2,70,60,35,80,15,35,10,Reprobado,Público
3222,2017,Femenino,San Salvador,24,5.62,Ingeniería Mecatrónica,Facultad de Ingenieria,3.6,70,55,40,75,60,10,18,Reprobado,Público
3223,2017,Femenino,Cuscatancingo,23,4.91,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,6.8,20,20,15,30,55,30,11,Reprobado,Público
3224,2017,Femenino,Tonacatepeque,22,7.6,Ingeniería Industrial,Facultad de Ingenieria,6.1,65,10,55,50,55,30,5,Reprobado,Público
3225,2017,Femenino,Cojutepeque,23,5.77,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,7.8,40,10,20,85,55,50,7,Aprobado,Privado
3226,2017,Femenino,Ilopango,23,7.4,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.4,85,40,30,90,65,50,2,Aprobado,Público
3227,2018,Femenino,Ilopango,20,8.37,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,8.1,80,25,60,85,60,80,7,Aprobado,Privado
3228,2018,Femenino,Quezaltepeque,21,6.95,Ingeniería Industrial,Facultad de Ingenieria,4.5,90,55,35,65,70,65,3,Reprobado,Privado
3229,2018,Femenino,San Martín,22,4.68,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,6.1,50,20,25,40,30,30,16,Reprobado,Público
3230,2018,Femenino,Ciudad Delgado,22,2.45,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,6.8,15,20,10,40,60,45,5,Reprobado,Público
3231,2018,Femenino,Ilopango,22,6.71,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,7.7,70,15,25,40,75,55,4,Aprobado,Privado
3232,2018,Femenino,Ciudad Delgado,22,7.73,Ingeniería Mecatrónica,Facultad de Ingenieria,5.0,90,70,75,60,80,20,8,Reprobado,Público
3233,2018,Femenino,Ciudad Delgado,21,7.73,Ingeniería Industrial,Facultad de Ingenieria,7.0,75,90,90,65,55,20,2,Aprobado,Público
3234,2018,Femenino,Ciudad Delgado,22,3.83,Licenciatura en Contaduría Pública,Facultad de CC. Económicas,6.5,30,10,15,15,20,10,9,Reprobado,Público
3235,2018,Femenino,Apopa,28,4.07,Ingeniería Industrial,Facultad de Ingenieria,6.6,85,20,15,15,25,10,9,Reprobado,Público
3236,2018,Femenino,Santa Tecla,21,6.56,Ingeniería Industrial,Facultad de Ingenieria,4.7,65,35,65,30,55,30,4,Reprobado,Privado
3237,2018,Femenino,Apopa,23,7.33,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.1,30,15,15,70,25,20,2,Aprobado,Público
3238,2018,Femenino,Santa Tecla,26,7.31,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,6.9,85,5,70,60,30,30,1,Reprobado,Privado
3239,2018,Femenino,Ilopango,21,7.54,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.3,80,20,40,80,35,25,5,Reprobado,Público
3240,2018,Femenino,Mejicanos,22,8.09,Ingeniería Biomédica,Facultad de Ingenieria,6.0,80,10,45,70,55,55,4,Reprobado,Privado
3241,2018,Femenino,Mejicanos,23,7.33,Ingeniería Biomédica,Facultad de Ingenieria,4.9,45,70,45,70,55,25,5,Reprobado,Privado
3242,2018,Femenino,Verapaz,22,5.69,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.6,35,15,35,35,5,45,9,Aprobado,Público
3243,2018,Femenino,Ilobasco,21,6.01,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,5.3,55,5,10,15,10,55,3,Reprobado,Público
3244,2018,Femenino,San Pedro Perulapan,22,7.73,Ingeniería Industrial,Facultad de Ingenieria,7.8,35,90,75,75,55,55,3,Aprobado,Público
3245,2018,Femenino,Sin Especificar,23,4.06,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,5.9,30,10,5,40,40,15,3,Reprobado,Privado
3246,2018,Femenino,Ciudad Delgado,38,5.2,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,4.9,70,15,15,70,5,10,3,Reprobado,Privado
3247,2018,Femenino,Panchimalco,24,4.69,Ingeniería Eléctrica,Facultad de Ingenieria,7.2,55,10,5,80,20,20,9,Aprobado,Público
3248,2019,Femenino,Cuscatancingo,34,1.88,Ingeniería Eléctrica,Facultad de Ingenieria,7.2,100,95,75,100,90,30,4,Aprobado,Privado
3249,2019,Femenino,Apopa,20,7.76,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,6.7,85,50,80,75,80,55,2,Reprobado,Privado
3250,2019,Femenino,San Esteban Catarina,20,6.74,Ingeniería en Aeronáutica,Facultad de Aeronáutica,4.2,65,10,45,50,55,30,7,Reprobado,Privado
3251,2019,Femenino,San Martín,22,5.07,Técnico en Ingeniería en Computación,Facultad de Ingenieria,7.4,85,10,15,90,5,15,1,Aprobado,Público
3252,2019,Femenino,Apopa,23,7.11,Ingeniería Industrial,Facultad de Ingenieria,6.2,85,80,65,40,40,10,2,Reprobado,Público
3253,2019,Femenino,Ilopango,22,7.97,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.2,85,75,60,75,80,35,11,Aprobado,Público
3254,2019,Femenino,Santa Cruz Michapa,20,7.66,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,3.7,35,25,25,5,15,15,14,Reprobado,Privado
3255,2019,Femenino,San Martín,20,7.8,Ingeniería Industrial,Facultad de Ingenieria,5.7,80,90,80,70,85,30,8,Reprobado,No clasificable
3256,2019,Femenino,San Salvador,23,3.68,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,6.8,70,20,10,75,25,10,14,Reprobado,Público
3257,2019,Femenino,Jayaque,22,6.58,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,6.9,90,45,50,90,5,20,2,Reprobado,Público
3258,2019,Femenino,Mejicanos,21,7.99,Ingeniería en Aeronáutica,Facultad de Aeronáutica,5.4,70,30,25,85,15,25,2,Reprobado,Público
3259,2019,Femenino,Santa Tecla,20,7.62,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.5,50,50,25,80,50,35,2,Reprobado,Privado
3260,2019,Femenino,Ilopango,21,1.89,Ingeniería Industrial,Facultad de Ingenieria,3.1,70,15,15,85,25,10,8,Reprobado,Privado
3261,2019,Femenino,San Salvador,20,7.87,Ingeniería Industrial,Facultad de Ingenieria,5.1,35,85,30,50,15,25,7,Reprobado,Público
3262,2019,Femenino,Ahuachapan,20,7.99,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.4,75,30,75,95,25,30,9,Reprobado,Privado
3263,2019,Femenino,San Salvador,27,6.32,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,6.5,95,20,25,75,25,15,1,Reprobado,Público
3264,2019,Femenino,San Marcos,21,8.53,Ingeniería Mecatrónica,Facultad de Ingenieria,6.6,95,35,80,65,45,50,3,Reprobado,Privado
3265,2019,Femenino,Mejicanos,21,7.78,Ingeniería Mecatrónica,Facultad de Ingenieria,6.2,80,40,70,95,25,10,3,Reprobado,Público
3266,2019,Femenino,Cojutepeque,21,6.39,Ingeniería Biomédica,Facultad de Ingenieria,6.4,70,15,25,70,5,25,5,Reprobado,Privado
3267,2019,Femenino,Mejicanos,20,8.08,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.5,90,50,5,85,30,70,6,Aprobado,Público
3268,2019,Femenino,Chalatenango,22,4.13,Técnico en Ortesis y Prótesis,Facultad de CC. de la Rehabilitación,6.4,20,30,15,35,30,10,9,Reprobado,Público
3269,2019,Femenino,Antiguo Cuscatlán,20,8.53,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,8.5,90,35,40,95,5,65,5,Aprobado,Privado
3270,2019,Femenino,Apopa,21,4.69,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,7.7,25,35,55,75,85,10,6,Aprobado,Público
3271,2019,Femenino,Ciudad Delgado,21,2.63,Técnico en Control de la Calidad,Facultad de Ingenieria,3.1,20,25,25,65,15,30,1,Reprobado,Público
3272,2019,Femenino,San Pedro Perulapan,21,4.69,Ingeniería Industrial,Facultad de Ingenieria,6.9,80,15,80,35,35,10,2,Reprobado,Privado
3273,2020,Femenino,San Martín,20,8.31,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.1,70,40,70,70,75,35,20,Reprobado,Público
3274,2020,Femenino,Santa Tecla,19,8.67,Ingeniería en Aeronáutica,Facultad de Aeronáutica,8.2,95,50,80,95,80,60,7,Aprobado,Privado
3275,2020,Femenino,Santa Tecla,21,6.93,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,7.4,55,45,35,40,75,10,5,Aprobado,No clasificable
3276,2020,Femenino,San Antonio del Monte,21,8.21,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.8,5,70,65,100,50,15,9,Aprobado,Privado
3277,2020,Femenino,Cuscatancingo,20,8.43,Técnico en Ingeniería en Computación,Facultad de Ingenieria,8.4,95,60,45,70,55,35,6,Aprobado,Público
3278,2020,Femenino,San Salvador,21,7.91,Ingeniería Mecatrónica,Facultad de Ingenieria,7.3,85,55,75,100,75,35,5,Aprobado,Público
3279,2020,Femenino,Antiguo Cuscatlán,19,6.21,Ingeniería Industrial,Facultad de Ingenieria,5.8,65,25,35,65,35,40,11,Reprobado,No clasificable
3280,2020,Femenino,Santa Ana,20,5.55,Ingeniería en Aeronáutica,Facultad de Aeronáutica,3.8,5,60,20,95,90,35,2,Reprobado,Público
3281,2020,Femenino,Quezaltepeque,20,7.5,Técnico en Ingeniería en Computación,Facultad de Ingenieria,6.8,50,10,30,60,35,35,4,Reprobado,Público
3282,2020,Femenino,Ciudad Delgado,30,9.01,Técnico en Mantenimiento Aeronáutico,Facultad de Aeronáutica,8.4,80,80,75,70,100,10,7,Aprobado,Público
3283,2020,Femenino,San Miguel,19,8.15,Ingeniería Biomédica,Facultad de Ingenieria,7.6,80,60,95,80,85,20,14,Aprobado,Público
3284,2020,Femenino,San Salvador,20,7.87,Ingeniería Mecatrónica,Facultad de Ingenieria,6.6,95,75,80,95,70,20,13,Reprobado,Público
3285,2020,Femenino,Santa Tecla,20,8.11,Ingeniería Industrial,Facultad de Ingenieria,5.0,90,15,20,50,15,50,8,Reprobado,Privado
3286,2020,Femenino,Tonacatepeque,19,4.3,Ingeniería en Aeronáutica,Facultad de Aeronáutica,6.0,55,20,30,65,80,25,6,Reprobado,Privado
3287,2020,Femenino,Ilopango,20,8.15,Ingeniería Industrial,Facultad de Ingenieria,7.2,75,10,45,85,35,35,3,Aprobado,Privado
3288,2020,Femenino,San Martín,19,4.3,Licenciatura en Mercadotecnia,Facultad de CC. Económicas,6.8,5,10,10,70,20,10,4,Reprobado,Privado
3289,2020,Femenino,San Martín,19,7.7,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.3,90,80,25,90,80,10,12,Reprobado,Privado
3290,2020,Femenino,Ayutuxtepeque,21,8.26,Ingeniería en Aeronáutica,Facultad de Aeronáutica,8.2,85,85,75,95,45,45,6,Aprobado,Público
3291,2020,Femenino,San Martín,20,7.76,Ingeniería Mecatrónica,Facultad de Ingenieria,5.5,5,60,50,50,60,50,7,Reprobado,Público
3292,2020,Femenino,Cojutepeque,21,6.24,Técnico en Control de la Calidad,Facultad de Ingenieria,4.7,60,10,20,40,50,10,4,Reprobado,Público
3293,2020,Femenino,Ciudad Delgado,23,6.99,Ingeniería Eléctrica,Facultad de Ingenieria,5.7,60,25,15,75,90,25,2,Reprobado,Privado
3294,2020,Femenino,San Salvador,19,8.54,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,6.9,95,50,70,100,75,80,5,Reprobado,Privado
3295,2021,Femenino,Santa Tecla,21,7.65,Licenciatura en Diseño Gráfico (VIRTUAL),Dirección de Educación a Distancia,4.0,90,60,60,80,50,25,4,Reprobado,Público
3296,2021,Femenino,San Salvador,18,1.5,Licenciatura en Administración de Empresas,Facultad de CC. Económicas,8.4,85,10,50,85,45,25,0,Aprobado,Privado
3297,2021,Femenino,Santa Tecla,20,0.0,Ingeniería Mecatrónica,Facultad de Ingenieria,6.4,85,60,75,95,65,10,0,Reprobado,Público
3298,2021,Femenino,San Salvador,20,7.84,Ingeniería Mecatrónica,Facultad de Ingenieria,7.1,70,80,90,100,80,35,0,Aprobado,Público
3299,2021,Femenino,Santa Ana,19,1.5,Ingeniería en Aeronáutica,Facultad de Aeronáutica,7.7,75,40,80,100,15,30,0,Aprobado,Privado
3300,2021,Femenino,Zacatecoluca,20,7.53,Técnico en Control de la Calidad,Facultad de Ingenieria,6.2,30,10,50,85,60,60,0,Reprobado,Público
3301,2021,Femenino,San Martín,18,0.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,4.5,20,85,40,95,35,80,0,Reprobado,Privado
3302,2021,Femenino,Santa Tecla,20,0.0,Técnico en Ingeniería Biomédica,Facultad de Ingenieria,8.3,90,80,65,100,90,30,0,Aprobado,Privado
3303,2021,Femenino,Ciudad Delgado,20,1.5,Ingeniería Biomédica,Facultad de Ingenieria,7.5,70,15,40,100,25,25,0,Aprobado,Público
3304,2021,Femenino,Tonacatepeque,19,0.0,Ingeniería Industrial,Facultad de Ingenieria,4.1,55,10,30,85,20,35,0,Reprobado,Público
3305,2021,Femenino,Apopa,19,1.5,Ingeniería en Ciencias de la Computación,Facultad de Ingenieria,4.6,90,70,80,75,10,55,0,Reprobado,Público
3306,2021,Femenino,Ciudad Delgado,18,0.0,Ingeniería en Aeronáutica,Facultad de Aeronáutica,4.0,65,50,45,95,90,0,0,Reprobado,Privado
3307,2017,Femenino,Apopa,22,4.68,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,4.3,5,10,10,65,75,10,3,Reprobado,No clasificable
3308,2017,Femenino,Ilopango,22,3.7,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,3.5,80,15,25,50,30,80,5,Reprobado,Público
3309,2017,Femenino,Apopa,22,6.54,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,5.8,75,10,20,90,15,10,11,Reprobado,Privado
3310,2017,Femenino,Jucuapa,24,7.8,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,5.7,75,15,45,60,10,40,5,Reprobado,Privado
3311,2017,Femenino,Ilobasco,22,6.14,Licenciatura en Ciencias de la Comunicación,Facultad de CC. y Humanidades,5.4,40,50,40,40,65,30,8,Reprobado,Público
3312,2017,Femenino,Ciudad Delgado,23,7.11,Licenciatura en Diseño Gráfico,Facultad de CC. y Humanidades,5.9,70,60,25,40,30,55,1,Reprobado,Privado
3313,2017,Femenino,Ilopango,25,3.8,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,4.6,85,35,70,60,65,15,5,Reprobado,Público
3314,2017,Femenino,Quezaltepeque,22,4.68,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.4,35,10,10,50,15,50,2,Reprobado,Privado
3315,2017,Femenino,Ilopango,22,4.5,Licenciatura en Idiomas con especialidad en la Enseñanza del Inglés,Facultad de CC. y Humanidades,6.5,55,10,5,10,65,15,10,Reprobado,Privado
3316,2017,Femenino,Ilopango,23,3.58,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.4,40,20,25,95,60,35,9,Reprobado,Privado
3317,2017,Femenino,Ilopango,22,5.69,Licenciatura en Diseño Industrial y de Productos,Facultad de CC. y Humanidades,5.6,75,55,60,75,20,30,5,Reprobado,Privado
3318,2017,Femenino,San Martín,24,4.69,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,5.2,45,20,20,75,30,15,4,Reprobado,Público
3319,2017,Femenino,Usulután,22,7.68,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,3.7,90,35,80,40,90,60,6,Reprobado,Público
3320,2018,Femenino,Apopa,22,4.69,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.5,55,25,30,50,45,65,5,Reprobado,Público
3321,2018,Femenino,Armenia,23,3.49,Licenciatura en Diseño Industrial y de Productos,Facultad de CC. y Humanidades,6.8,30,10,20,30,55,10,4,Reprobado,Privado
3322,2018,Femenino,Zaragoza,21,6.39,Técnico en Multimedia,Facultad de CC. y Humanidades,4.1,40,5,25,60,10,35,7,Reprobado,Público
3323,2018,Femenino,Ilopango,28,7.39,Licenciatura en Idiomas con especialidad en la Adquisición de Lenguas Extranjeras,Facultad de CC. y Humanidades,6.6,60,60,75,75,80,25,12,Reprobado,Público
3324,2018,Femenino,San Cayetano Istepeque,24,3.25,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,5.5,30,10,5,35,25,10,17,Reprobado,No clasificable
3325,2018,Femenino,Tonacatepeque,23,6.76,Licenciatura en Idiomas con especialidad en Turismo,Facultad de CC. y Humanidades,6.8,85,45,10,80,25,45,6,Reprobado,Público
